"Dropout: 0.2, Batch_size: 64, D_model: 16, Feed forward: 8"
"Epoch 1, Training loss: 1.447357, Train Accuracy: 40.46%; Validation Loss: 1.217992, Accuracy: 48.87%, Learning rate: 0.001"
"Epoch 2, Training loss: 1.085563, Train Accuracy: 56.17%; Validation Loss: 0.917646, Accuracy: 64.44%, Learning rate: 0.001"
"Epoch 3, Training loss: 0.784696, Train Accuracy: 70.17%; Validation Loss: 0.705579, Accuracy: 73.98%, Learning rate: 0.001"
"Epoch 4, Training loss: 0.599406, Train Accuracy: 77.77%; Validation Loss: 0.577307, Accuracy: 78.71%, Learning rate: 0.001"
"Epoch 5, Training loss: 0.477574, Train Accuracy: 82.29%; Validation Loss: 0.518626, Accuracy: 81.72%, Learning rate: 0.001"
"Epoch 6, Training loss: 0.400110, Train Accuracy: 85.09%; Validation Loss: 0.438323, Accuracy: 84.35%, Learning rate: 0.001"
"Epoch 7, Training loss: 0.346291, Train Accuracy: 87.06%; Validation Loss: 0.419130, Accuracy: 85.22%, Learning rate: 0.001"
"Epoch 8, Training loss: 0.304413, Train Accuracy: 88.54%; Validation Loss: 0.388737, Accuracy: 86.44%, Learning rate: 0.001"
"Epoch 9, Training loss: 0.271664, Train Accuracy: 89.68%; Validation Loss: 0.382572, Accuracy: 87.01%, Learning rate: 0.001"
"Epoch 10, Training loss: 0.244459, Train Accuracy: 90.79%; Validation Loss: 0.346072, Accuracy: 88.00%, Learning rate: 0.001"
"Epoch 11, Training loss: 0.219485, Train Accuracy: 91.74%; Validation Loss: 0.352214, Accuracy: 88.23%, Learning rate: 0.001"
"Epoch 12, Training loss: 0.201408, Train Accuracy: 92.38%; Validation Loss: 0.397285, Accuracy: 87.95%, Learning rate: 0.001"
"Epoch 13, Training loss: 0.184511, Train Accuracy: 93.22%; Validation Loss: 0.378162, Accuracy: 88.35%, Learning rate: 0.001"
"Epoch 14, Training loss: 0.168968, Train Accuracy: 93.73%; Validation Loss: 0.337380, Accuracy: 89.44%, Learning rate: 0.001"
"Epoch 15, Training loss: 0.155894, Train Accuracy: 94.34%; Validation Loss: 0.382752, Accuracy: 89.11%, Learning rate: 0.001"
"Epoch 16, Training loss: 0.143896, Train Accuracy: 94.84%; Validation Loss: 0.387353, Accuracy: 88.79%, Learning rate: 0.001"
"Epoch 17, Training loss: 0.130291, Train Accuracy: 95.41%; Validation Loss: 0.444984, Accuracy: 88.38%, Learning rate: 0.001"
"Epoch 18, Training loss: 0.120275, Train Accuracy: 95.80%; Validation Loss: 0.381094, Accuracy: 89.94%, Learning rate: 0.0005"
"Epoch 19, Training loss: 0.099047, Train Accuracy: 96.57%; Validation Loss: 0.409260, Accuracy: 89.92%, Learning rate: 0.0005"
"Epoch 20, Training loss: 0.091738, Train Accuracy: 96.85%; Validation Loss: 0.418515, Accuracy: 90.07%, Learning rate: 0.0005"
"Epoch 21, Training loss: 0.087431, Train Accuracy: 96.99%; Validation Loss: 0.434850, Accuracy: 89.88%, Learning rate: 0.0005"
"Epoch 22, Training loss: 0.082524, Train Accuracy: 97.19%; Validation Loss: 0.445813, Accuracy: 90.33%, Learning rate: 0.00025"
"Epoch 23, Training loss: 0.073885, Train Accuracy: 97.58%; Validation Loss: 0.443052, Accuracy: 90.26%, Learning rate: 0.00025"
"Epoch 24, Training loss: 0.070484, Train Accuracy: 97.68%; Validation Loss: 0.469725, Accuracy: 90.31%, Learning rate: 0.00025"
"Epoch 25, Training loss: 0.068488, Train Accuracy: 97.75%; Validation Loss: 0.456765, Accuracy: 90.34%, Learning rate: 0.00025"
"Epoch 26, Training loss: 0.065841, Train Accuracy: 97.79%; Validation Loss: 0.493619, Accuracy: 90.23%, Learning rate: 0.000125"
"Epoch 27, Training loss: 0.061939, Train Accuracy: 97.98%; Validation Loss: 0.472421, Accuracy: 90.41%, Learning rate: 0.000125"
"Epoch 28, Training loss: 0.060111, Train Accuracy: 98.05%; Validation Loss: 0.485157, Accuracy: 90.34%, Learning rate: 0.000125"
"Epoch 29, Training loss: 0.058616, Train Accuracy: 98.09%; Validation Loss: 0.489091, Accuracy: 90.50%, Learning rate: 0.000125"
"Epoch 30, Training loss: 0.057928, Train Accuracy: 98.13%; Validation Loss: 0.493425, Accuracy: 90.34%, Learning rate: 6.25e-05"
"Epoch 31, Training loss: 0.055117, Train Accuracy: 98.21%; Validation Loss: 0.501961, Accuracy: 90.44%, Learning rate: 6.25e-05"
"Epoch 32, Training loss: 0.054960, Train Accuracy: 98.24%; Validation Loss: 0.488517, Accuracy: 90.65%, Learning rate: 6.25e-05"
"Epoch 33, Training loss: 0.054682, Train Accuracy: 98.25%; Validation Loss: 0.508990, Accuracy: 90.40%, Learning rate: 6.25e-05"
"Epoch 34, Training loss: 0.053851, Train Accuracy: 98.27%; Validation Loss: 0.509992, Accuracy: 90.35%, Learning rate: 3.125e-05"
"Epoch 35, Training loss: 0.052462, Train Accuracy: 98.30%; Validation Loss: 0.511618, Accuracy: 90.40%, Learning rate: 3.125e-05"
"Epoch 36, Training loss: 0.052439, Train Accuracy: 98.29%; Validation Loss: 0.516069, Accuracy: 90.45%, Learning rate: 3.125e-05"
"Epoch 37, Training loss: 0.052635, Train Accuracy: 98.31%; Validation Loss: 0.517332, Accuracy: 90.36%, Learning rate: 3.125e-05"
"Epoch 38, Training loss: 0.051474, Train Accuracy: 98.35%; Validation Loss: 0.514414, Accuracy: 90.39%, Learning rate: 1.5625e-05"
"Epoch 39, Training loss: 0.051330, Train Accuracy: 98.37%; Validation Loss: 0.516401, Accuracy: 90.41%, Learning rate: 1.5625e-05"
"Epoch 40, Training loss: 0.051434, Train Accuracy: 98.38%; Validation Loss: 0.522005, Accuracy: 90.34%, Learning rate: 1.5625e-05"
"Epoch 41, Training loss: 0.050907, Train Accuracy: 98.36%; Validation Loss: 0.523119, Accuracy: 90.39%, Learning rate: 1.5625e-05"
"Epoch 42, Training loss: 0.050852, Train Accuracy: 98.38%; Validation Loss: 0.514692, Accuracy: 90.45%, Learning rate: 7.8125e-06"
"Epoch 43, Training loss: 0.050815, Train Accuracy: 98.38%; Validation Loss: 0.519664, Accuracy: 90.43%, Learning rate: 7.8125e-06"
"Epoch 44, Training loss: 0.050353, Train Accuracy: 98.38%; Validation Loss: 0.516369, Accuracy: 90.47%, Learning rate: 7.8125e-06"
"Epoch 45, Training loss: 0.050835, Train Accuracy: 98.36%; Validation Loss: 0.520493, Accuracy: 90.39%, Learning rate: 7.8125e-06"
"Epoch 46, Training loss: 0.050450, Train Accuracy: 98.38%; Validation Loss: 0.519906, Accuracy: 90.45%, Learning rate: 3.90625e-06"
"Epoch 47, Training loss: 0.050168, Train Accuracy: 98.41%; Validation Loss: 0.520674, Accuracy: 90.40%, Learning rate: 3.90625e-06"
"Epoch 48, Training loss: 0.049925, Train Accuracy: 98.39%; Validation Loss: 0.521163, Accuracy: 90.40%, Learning rate: 3.90625e-06"
"Epoch 49, Training loss: 0.050942, Train Accuracy: 98.37%; Validation Loss: 0.520900, Accuracy: 90.43%, Learning rate: 3.90625e-06"
"Epoch 50, Training loss: 0.050090, Train Accuracy: 98.37%; Validation Loss: 0.520739, Accuracy: 90.41%, Learning rate: 1.953125e-06"
